Suburb,Type,SellerG,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Latitude,Longtitude,Price
Melbourne,u,hockingstuart,3000,4,2,1,0,213,1938,-37.8177,144.9544,1850000
Melbourne,u,Greg,3000,3,2,1,0,122,1998,-37.8095,144.9691,750000
Melbourne,u,MICM,3000,2,1,1,0,113,1999,-37.81317,144.95452,740000
Melbourne,u,MICM,3000,1,1,2,0,102,1965,-37.8132,144.9545,680000
Melbourne,u,MICM,3000,2,2,1,0,94,1965,-37.8166,144.9635,733000
Melbourne,u,hockingstuart,3000,2,2,1,0,89,1997,-37.8095,144.9691,760000
Melbourne,u,MICM,3000,2,2,1,1136,88,2009,-37.8211,144.9559,683000
Melbourne,u,Harcourts,3000,2,1,1,0,86,1976,-37.81267,144.96273,720000
Melbourne,u,Galldon,3000,2,2,1,0,85,1997,-37.8095,144.9691,780000
Melbourne,u,MICM,3000,2,1,0,89,85,2003,-37.80802,144.96168,565000
Melbourne,u,HAR,3000,2,1,1,0,84,2001,-37.808,144.9617,535000
Melbourne,u,Purplebricks,3000,2,1,1,0,80,2004,-37.8106,144.9646,665000
Melbourne,u,Dingle,3000,1,1,1,1136,69,2009,-37.8211,144.9559,360000
Melbourne,u,Greg,3000,1,1,1,0,68,2004,-37.8106,144.9646,483000
Melbourne,u,Greg,3000,1,1,1,4051,68,2005,-37.8072,144.9623,520000
Melbourne,u,Greg,3000,2,1,1,0,67,2002,-37.8188,144.9544,545000
Melbourne,u,LITTLE,3000,2,1,0,0,66,1974,-37.8138,144.9548,360000
Melbourne,u,Greg,3000,2,1,1,0,66,2005,-37.8106,144.9646,640000
Melbourne,u,Harcourts,3000,1,1,1,0,65,1920,-37.8168,144.9691,440000
Melbourne,u,Dingle,3000,1,1,0,0,64,1976,-37.8127,144.9627,386000
Melbourne,u,Castran,3000,1,1,1,0,64,1920,-37.8157,144.9727,700000
Melbourne,u,RT,3000,2,1,0,0,60,2006,-37.8084,144.9602,452000
Melbourne,u,Harcourts,3000,1,1,1,0,59,2006,-37.8157,144.9727,659000
Melbourne,u,Dingle,3000,1,1,0,0,57,1960,-37.8178,144.9607,450000
Melbourne,u,MICM,3000,2,1,1,0,55,2014,-37.8091,144.9609,450000
Melbourne,u,Greg,3000,2,1,2,0,55,1917,-37.816,144.9535,470000
Melbourne,u,Whiting,3000,1,1,0,0,52,2000,-37.8199,144.9558,275000
Melbourne,u,LITTLE,3000,1,1,1,0,51,2005,-37.8111,144.9715,432000
Melbourne,u,Galldon,3000,2,1,0,0,47,2011,-37.81301,144.96924,387000
Melbourne,u,LITTLE,3000,1,1,0,1414,47,2014,-37.8161,144.9712,375000
Melbourne,u,Biggin,3000,1,1,0,0,41,2010,-37.8122,144.9582,333000
Ashburton,h,hockingstuart,3147,9,7,4,1472,618,2009,-37.8729,145.0788,2950000
Ashburton,h,Jellis,3147,5,5,2,755,444,2015,-37.8598,145.0796,3510000
Ashburton,h,Marshall,3147,4,3,2,753,399,2015,-37.8669,145.0767,2650000
Ashburton,h,Jellis,3147,6,4,2,1075,390,2010,-37.8714,145.073,2752000
Ashburton,h,Jellis,3147,5,2,2,697,317,2013,-37.87132,145.07267,2850500
Ashburton,t,Fletchers,3147,3,3,4,310,315,2014,-37.874,145.0714,2050000
Ashburton,h,Tim,3147,4,2,2,844,278,1940,-37.8715,145.0688,1950000
Ashburton,h,Jellis,3147,4,2,3,696,274,2000,-37.8711,145.0746,1860000
Ashburton,h,Marshall,3147,5,3,4,700,266,1950,-37.8724,145.0758,1600000
Ashburton,h,Marshall,3147,4,3,2,480,244,2016,-37.8726,145.0716,2220000
Ashburton,t,hockingstuart,3147,4,3,2,510,240,2013,-37.87159,145.0795,1655000
Ashburton,h,hockingstuart,3147,4,2,2,514,240,1935,-37.8664,145.0772,1790000
Ashburton,h,Marshall,3147,4,2,2,572,233,1930,-37.86688,145.06925,2005000
Ashburton,h,Jellis,3147,3,2,3,634,230,1940,-37.86516,145.07958,2299500
Ashburton,h,Jellis,3147,3,2,2,351,228,2006,-37.8742,145.07,1662000
Ashburton,h,Jellis,3147,3,2,2,599,220,1930,-37.8673,145.0688,1670000
Ashburton,h,Jellis,3147,4,2,4,749,206,1950,-37.8669,145.077,1800000
Ashburton,h,Jellis,3147,4,3,2,391,203,2016,-37.86664,145.08597,1920000
Ashburton,h,Marshall,3147,3,2,3,1170,202,1950,-37.87253,145.0705,2550000
Ashburton,t,Jellis,3147,4,2,1,338,200,2005,-37.86058,145.08542,1650000
Ashburton,t,Noel,3147,4,2,2,321,199,2007,-37.8693,145.08,1250000
Ashburton,t,Jellis,3147,4,3,2,267,190,2012,-37.87036,145.08471,1520000
Ashburton,h,Marshall,3147,4,2,2,780,180,1938,-37.86,145.0817,1550000
Ashburton,h,Marshall,3147,3,3,2,276,178,2004,-37.8699,145.0778,1100000
Ashburton,h,Jellis,3147,3,2,3,724,168,1940,-37.8619,145.0879,1830000
Ashburton,h,Marshall,3147,3,1,1,697,164,1947,-37.8636,145.0903,1650000
Ashburton,h,Marshall,3147,3,1,2,689,159,1940,-37.87286,145.07412,1870000
Ashburton,h,Marshall,3147,4,2,2,626,156,1950,-37.87364,145.07263,2350000
Ashburton,h,Jellis,3147,3,1,3,780,152,1940,-37.8599,145.0815,1655000
Ashburton,h,Jellis,3147,3,2,2,731,149,1935,-37.8666,145.0676,1555000
Ashburton,h,Jellis,3147,3,2,2,516,145,1920,-37.8675,145.0668,1518000
Ashburton,h,Jellis,3147,3,2,3,702,145,1945,-37.8737,145.0695,1665000
Ashburton,h,Jellis,3147,3,2,2,710,139,1945,-37.8653,145.0897,1500000
Ashburton,h,Purplebricks,3147,3,1,3,637,129,1947,-37.87044,145.08609,1620000
Ashburton,h,Jellis,3147,4,2,2,604,125,1930,-37.86513,145.07919,2405000
Ashburton,h,Buxton,3147,3,1,2,583,112,1950,-37.8685,145.0786,1337000
Ashburton,h,Buxton,3147,3,1,1,605,111,1950,-37.8703,145.0774,1415000
Ashburton,t,Jellis,3147,3,2,2,153,110,1990,-37.8655,145.0808,900000
Ashburton,h,Jellis,3147,2,1,1,687,104,1940,-37.872,145.0692,1440000
Ashburton,h,hockingstuart,3147,3,1,2,806,101,1950,-37.8695,145.084,1710000
Ashburton,h,Jellis,3147,3,1,4,649,101,1950,-37.87,145.08803,1555000
Ashburton,h,Jellis,3147,3,1,3,407,93,1955,-37.8696,145.0866,1210000
Ashwood,h,Fletchers,3147,3,1,1,792,792,1950,-37.864,145.0972,1365000
Ashwood,h,Buxton,3147,5,3,2,585,317,2000,-37.8637,145.1024,1529500
Ashwood,h,Buxton,3147,4,2,1,593,255,1930,-37.8655,145.096,1500000
Ashwood,h,Jellis,3147,3,2,3,782,215,1950,-37.8621,145.1021,1631000
Ashwood,h,Jellis,3147,4,2,3,668,205,1970,-37.86096,145.10026,1540000
Ashwood,h,Fletchers,3147,2,2,2,621,203,2000,-37.8647,145.1023,1500000
Ashwood,h,Purplebricks,3147,4,3,2,372,201,2016,-37.8716,145.0999,1200000
Ashwood,h,Buxton,3147,3,2,2,839,198,1970,-37.8614,145.1098,1200000
Ashwood,h,Jellis,3147,4,3,3,726,194,1958,-37.85842,145.10288,1680000
Ashwood,h,Tim,3147,4,2,2,766,192,1950,-37.8629,145.1097,1240000
Ashwood,h,Buxton,3147,4,2,2,701,183,1950,-37.86138,145.09694,1360000
Ashwood,h,Buxton,3147,4,3,2,746,164,1960,-37.86491,145.09752,1850000
Ashwood,h,Fletchers,3147,4,2,1,803,154,1965,-37.86162,145.11042,1450000
Ashwood,h,hockingstuart,3147,3,2,4,698,154,1945,-37.86131,145.09638,1554000
Ashwood,h,Tim,3147,3,2,2,803,152,1970,-37.8621,145.1126,1100000
Ashwood,t,Jellis,3147,3,2,2,256,134,2012,-37.8655,145.1096,900500
Ashwood,h,Jellis,3147,3,1,3,621,132,1960,-37.87229,145.10489,1150000
Ashwood,h,Fletchers,3147,3,1,1,726,130,1965,-37.86173,145.11074,1420000
Ashwood,u,Jellis,3147,3,2,2,235,130,2006,-37.8625,145.1083,890000
Ashwood,t,Barry,3147,2,1,2,212,130,2012,-37.8723,145.1089,830000
Ashwood,h,Jellis,3147,3,1,1,760,120,1960,-37.858,145.1038,1305000
Ashwood,h,Purplebricks,3147,3,2,2,280,115,1990,-37.87105,145.10198,860000
Ashwood,h,Jellis,3147,3,1,2,787,115,1955,-37.86394,145.09702,1575000
Ashwood,h,Jellis,3147,2,1,2,695,114,1950,-37.8694,145.0944,1075000
Ashwood,t,hockingstuart,3147,2,1,2,367,110,1970,-37.8662,145.109,700000
Ashwood,h,Barry,3147,2,1,2,803,95,1950,-37.8683,145.1064,1495000
Ashwood,h,Fletchers,3147,3,2,4,400,94,1950,-37.8675,145.106,761000
Ashwood,u,Ray,3147,2,1,1,216,90,2003,-37.8711,145.1017,690000
Ashwood,u,hockingstuart,3147,2,1,2,192,88,2007,-37.8709,145.102,700000
Ashwood,h,Fletchers,3147,2,1,1,586,86,1950,-37.8683,145.1082,1110000
Ashwood,h,Noel,3147,3,2,1,320,85,1958,-37.87,145.1103,855000
Ashwood,u,Noel,3147,2,1,1,153,80,1970,-37.8696,145.0962,600000
Ashwood,u,Marshall,3147,2,1,1,78,59,1970,-37.8677,145.0981,822000
Ashwood,t,Buxton,3147,3,2,2,343,1,2000,-37.86324,145.10289,1060000
Armadale,h,Marshall,3143,5,3,4,1491,516,1935,-37.8602,145.013,5525000
Armadale,h,Kay,3143,4,3,3,563,333,2000,-37.8582,145.0138,4200000
Armadale,h,Kay,3143,4,4,2,847,285,1935,-37.85938,145.01087,3200000
Armadale,h,Marshall,3143,3,2,2,617,285,1998,-37.8557,145.0264,3512500
Armadale,h,Marshall,3143,4,3,2,550,283,1890,-37.8604,145.01852,4250000
Armadale,h,Marshall,3143,4,2,2,761,255,1900,-37.85249,145.02091,5100000
Armadale,h,Jellis,3143,4,1,2,709,251,1900,-37.8574,145.016,3625000
Armadale,h,Marshall,3143,4,2,2,624,222,1900,-37.8536,145.0173,2801000
Armadale,h,Marshall,3143,4,2,1,574,191,1910,-37.86325,145.02422,4060000
Armadale,h,Kay,3143,4,3,2,474,180,1915,-37.86345,145.02454,3000000
Armadale,t,Jellis,3143,3,2,2,0,165,1995,-37.8537,145.0267,1918000
Armadale,h,Jellis,3143,4,1,2,495,163,1900,-37.8613,145.0264,2200000
Armadale,h,Jellis,3143,3,2,2,296,150,1889,-37.8614,145.0274,1939000
Armadale,t,Marshall,3143,3,3,1,1889,141,1920,-37.86109,145.01994,1715000
Armadale,h,Marshall,3143,3,1,2,387,136,1915,-37.86106,145.02513,1895000
Armadale,h,Marshall,3143,3,1,0,256,130,1910,-37.85911,145.01783,2385000
Armadale,h,Marshall,3143,2,2,2,269,128,1910,-37.85425,145.01545,1726000
Armadale,h,RT,3143,3,2,2,405,121,1910,-37.8545,145.0145,1800000
Armadale,h,Jellis,3143,3,2,1,167,117,1910,-37.85469,145.01826,1800000
Armadale,h,Hodges,3143,3,1,1,217,116,1888,-37.8592,145.0182,1870000
Armadale,h,Marshall,3143,3,2,1,205,116,1910,-37.8574,145.0281,2050000
Armadale,h,Marshall,3143,3,1,2,328,108,1900,-37.8559,145.0158,1900000
Armadale,h,Jellis,3143,2,2,1,144,107,1900,-37.8564,145.0228,1435000
Armadale,h,Jellis,3143,2,1,2,212,106,1900,-37.8542,145.0149,1300000
Armadale,t,Jellis,3143,3,2,2,101,105,2000,-37.854,145.0135,1205000
Armadale,u,Marshall,3143,3,2,2,0,100,1998,-37.8552,145.016,995000
Armadale,u,Marshall,3143,3,1,1,0,98,1970,-37.8596,145.0198,620000
Armadale,h,Marshall,3143,2,1,0,249,96,1910,-37.8543,145.016,1210000
Armadale,h,RT,3143,3,2,2,263,93,1930,-37.85137,145.0158,1899000
Armadale,u,Jellis,3143,2,1,1,0,91,1940,-37.853,145.0264,869000
Armadale,u,hockingstuart,3143,2,1,1,0,88,1970,-37.8593,145.0156,598000
Armadale,h,Jellis,3143,2,1,1,181,80,1930,-37.8542,145.01506,1460000
Armadale,u,Jellis,3143,2,1,1,2471,80,1970,-37.8573,145.0186,710000
Armadale,h,Marshall,3143,3,1,2,186,80,1920,-37.8554,145.0173,1285000
Armadale,u,Jellis,3143,2,1,1,0,76,1964,-37.8543,145.0262,599000
Armadale,u,hockingstuart,3143,1,1,1,0,76,1970,-37.8618,145.0183,520000
Armadale,u,hockingstuart,3143,2,2,1,3093,75,2006,-37.86165,145.02148,821000
Armadale,u,Greg,3143,2,1,1,0,74,1969,-37.8573,145.0186,704000
Armadale,u,Woodards,3143,2,1,1,869,74,1980,-37.8603,145.0224,852000
Armadale,u,hockingstuart,3143,2,1,1,0,73,1970,-37.8574,145.0174,592500
Armadale,u,hockingstuart,3143,2,1,1,0,66.23,1960,-37.8624,145.0223,480000
Armadale,u,hockingstuart,3143,2,1,2,0,63,1960,-37.85549,145.0163,486000
Armadale,u,hockingstuart,3143,2,1,0,1097,63,1967,-37.85549,145.0163,410000
Armadale,u,Jellis,3143,1,1,1,0,53,1970,-37.8531,145.0115,440000
Armadale,u,hockingstuart,3143,1,1,1,0,53,2013,-37.8549,145.0113,567000
Armadale,u,Marshall,3143,1,1,0,0,48,1966,-37.8531,145.0115,405000
Armadale,u,hockingstuart,3143,1,1,1,0,38,1975,-37.8619,145.0185,280000
Armadale,u,Marshall,3143,3,2,1,2113,14,1970,-37.8543,145.0262,735000
Armadale,h,Marshall,3143,1.257978723,0.743794326,0.614361702,380.0398936,-3.87695922,1974.320922,-37.85608264,145.01779,-282345.7447
Carnegie,h,Marshall,3163,5,3,2,743,283,1975,-37.89949,145.06272,1630000
Carnegie,h,hockingstuart,3163,3,3,2,454,275,2000,-37.8869,145.0628,1518000
Carnegie,h,Private/Tiernan's,3163,3,2,3,932,270,1970,-37.8975,145.0478,1880000
Carnegie,u,Woodards,3163,3,2,1,283,250,2005,-37.8974,145.0622,920000
Carnegie,h,Gary,3163,3,2,2,687,237,1983,-37.8931,145.0479,1830000
Carnegie,t,hockingstuart,3163,4,3,2,326,223,2005,-37.89334,145.05463,1250000
Carnegie,t,Marshall,3163,3,2,2,325,223,2005,-37.8933,145.0546,970000
Carnegie,h,Marshall,3163,4,2,2,595,221,1915,-37.8916,145.0543,1655000
Carnegie,h,Jellis,3163,4,2,2,561,204,1925,-37.8934,145.0633,1506000
Carnegie,h,Gary,3163,3,2,1,598,201,1970,-37.9037,145.0588,1501000
Carnegie,h,Ray,3163,4,2,2,557,200,1938,-37.8955,145.0515,1450000
Carnegie,h,hockingstuart,3163,3,2,2,557,200,1930,-37.89584,145.04741,1550000
Carnegie,h,Ray,3163,4,2,2,615,193,1920,-37.8928,145.0531,1667000
Carnegie,h,Jellis,3163,3,2,3,818,193,2011,-37.89877,145.05132,1400000
Carnegie,h,Woodards,3163,3,2,2,282,182,2010,-37.8953,145.0567,1360000
Carnegie,h,Ray,3163,4,2,2,627,181,1905,-37.89184,145.06056,1966000
Carnegie,h,hockingstuart,3163,3,2,2,602,180,1970,-37.90248,145.05943,1570000
Carnegie,h,Ray,3163,4,2,1,464,175,1930,-37.89086,145.06327,1700000
Carnegie,h,Ray,3163,3,2,1,483,171,1920,-37.89204,145.06086,1840000
Carnegie,u,Woodards,3163,3,1,2,0,170,1925,-37.8977,145.0493,1170000
Carnegie,t,hockingstuart,3163,2,2,1,166,170,2009,-37.8982,145.0488,930000
Carnegie,h,Gary,3163,3,2,1,371,167,1915,-37.8871,145.052,1490000
Carnegie,h,Gary,3163,3,2,2,621,167,1940,-37.90262,145.05709,1450000
Carnegie,h,hockingstuart,3163,3,1,2,425,166,1960,-37.8876,145.0502,1295000
Carnegie,h,Ray,3163,3,2,2,603,166,1945,-37.9023,145.0568,1430000
Carnegie,h,Gary,3163,3,2,2,430,161,1938,-37.90008,145.06187,1435000
Carnegie,h,hockingstuart,3163,3,2,2,515,156,1930,-37.8924,145.0541,1200000
Carnegie,h,Ray,3163,3,2,2,338,147,2011,-37.89235,145.04954,1508000
Carnegie,t,Buxton,3163,3,1,2,277,135,1978,-37.8978,145.0624,860000
Carnegie,h,hockingstuart,3163,4,2,2,757,133,1930,-37.8925,145.0541,1550000
Carnegie,h,Eview,3163,3,1,2,184,133,1990,-37.90017,145.05812,1050000
Carnegie,u,Woodards,3163,3,2,2,750,132,1984,-37.90092,145.04924,1275000
Carnegie,u,Woodards,3163,3,2,1,300,130,1990,-37.8974,145.0539,1008000
Carnegie,h,Woodards,3163,2,2,1,817,130,1925,-37.9007,145.047,1716000
Carnegie,u,hockingstuart,3163,3,2,2,0,122,2008,-37.89622,145.06032,1042000
Carnegie,h,Ray,3163,3,1,1,604,120,1925,-37.8993,145.0528,1125000
Carnegie,t,Gary,3163,3,1,1,111,116,1998,-37.8889,145.0495,808000
Carnegie,h,hockingstuart,3163,3,1,2,299,115,1930,-37.8973,145.053,967500
Carnegie,u,Woodards,3163,3,2,1,259,115,1995,-37.89178,145.0539,1151000
Carnegie,t,Gary,3163,3,2,1,1113,113,1990,-37.8972,145.0642,860000
Carnegie,h,hockingstuart,3163,2,1,1,264,110,1930,-37.8864,145.0561,930000
Carnegie,t,Gary,3163,3,2,1,0,107,1990,-37.8972,145.0642,675000
Carnegie,t,Gary,3163,2,1,1,158,106,1994,-37.8886,145.052,855000
Carnegie,t,Gary,3163,2,2,1,133,104,2009,-37.8911,145.0539,795000
Carnegie,h,Jellis,3163,2,1,1,211,102,2002,-37.8856,145.0599,817500
Carnegie,t,Woodards,3163,2,2,1,117,101,2007,-37.88592,145.04781,850000
Carnegie,u,hockingstuart,3163,2,1,2,0,100,1973,-37.8863,145.066,772000
Carnegie,u,hockingstuart,3163,3,1,2,1103,100,1987,-37.8958,145.0603,945000
Carnegie,u,Buxton,3163,2,1,1,99,98,1965,-37.8946,145.0588,632500
Carnegie,u,Ray,3163,3,1,2,0,96,1989,-37.897,145.0623,820000
Carnegie,t,Ray,3163,2,1,1,144,96,2000,-37.892,145.0482,707000
Carnegie,h,Gary,3163,2,1,1,0,90,1968,-37.8973,145.0625,675000
Carnegie,u,hockingstuart,3163,2,2,1,0,86,1993,-37.9,145.0548,804000
Carnegie,u,Thomson,3163,2,1,2,0,86,1975,-37.88415,145.0514,796000
Carnegie,u,Thomson,3163,2,1,2,0,85,1970,-37.88368,145.0515,750000
Carnegie,u,hockingstuart,3163,3,1,1,0,84,1965,-37.8866,145.0561,577000
Carnegie,u,Property,3163,2,1,1,103,82,1970,-37.8873,145.0559,656000
Carnegie,u,hockingstuart,3163,2,1,1,174,80,1975,-37.8978,145.062,650000
Carnegie,u,Ray,3163,2,1,1,912,75,2008,-37.8936,145.056,468250
Carnegie,u,Noel,3163,2,1,1,0,73,1980,-37.8981,145.0619,635000
Carnegie,u,Woodards,3163,2,1,1,0,73,1970,-37.8897,145.0524,455000
Carnegie,u,hockingstuart,3163,2,1,1,0,72,1970,-37.9003,145.06342,580010
Carnegie,u,Matthew,3163,2,1,1,967,72,1970,-37.8843,145.0531,405000
Carnegie,u,Anderson,3163,2,1,1,0,72,1970,-37.8999,145.0575,450000
Carnegie,u,Woodards,3163,2,1,1,133,71,2011,-37.89,145.0559,588000
Carnegie,u,Gary,3163,2,1,1,0,70,1970,-37.9032,145.0555,360000
Carnegie,u,Woodards,3163,2,1,1,0,70,1973,-37.8956,145.0613,605000
Carnegie,u,Marshall,3163,2,1,1,0,69,1970,-37.8912,145.0644,510000
Carnegie,u,Ray,3163,2,1,1,2048,68,1960,-37.88642,145.05979,430000
Carnegie,u,Thomson,3163,2,1,1,0,68,1950,-37.8959,145.0639,370000
Carnegie,u,hockingstuart,3163,2,1,2,0,67,2009,-37.8893,145.0589,525000
Carnegie,u,Australian,3163,2,1,1,108,67,1970,-37.8973,145.0596,585000
Carnegie,u,hockingstuart,3163,2,1,1,0,64,1970,-37.8889,145.048,415000
Carnegie,u,Woodards,3163,2,1,1,73,61,1970,-37.897,145.0593,600000
Carnegie,u,Gary,3163,2,1,1,0,60,1980,-37.8986,145.0567,435000
Carnegie,u,Ray,3163,2,1,1,0,56,1970,-37.8881,145.0558,465000
Carnegie,u,Ray,3163,1,1,1,2048,55,1970,-37.88642,145.05979,381000
Carnegie,u,hockingstuart,3163,1,1,1,0,53,1980,-37.8894,145.0508,350000
Carnegie,u,Ray,3163,1,1,1,0,50,1960,-37.8858,145.0632,290000
Carnegie,u,Woodards,3163,1,1,1,60,48,1970,-37.8965,145.0618,346000
Carnegie,u,hockingstuart,3163,1,1,1,0,48,1960,-37.8887,145.048,365000
Carnegie,u,Woodards,3163,1,1,1,0,46,1960,-37.8858,145.0632,305000
Carnegie,u,Ray,3163,1,1,1,0,46,1960,-37.8944,145.0616,330000
